"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CZK","Czech Koruna","6","millions","2010","2010",50454,,
"CZE","Czech Republic","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CZK","Czech Koruna","6","millions","2010","2010",51963,,
"CZE","Czech Republic","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","CZK","Czech Koruna","6","millions","2010","2010",55400,,
"CZE","Czech Republic","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","CZK","Czech Koruna","6","millions","2010","2010",54132,,
"DNK","Denmark","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions",,,22717,,
"DNK","Denmark","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions",,,21148,,
"DNK","Denmark","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions",,,22278,,
"DNK","Denmark","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions",,,21552,,
"DNK","Denmark","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions",,,23565,,
"DNK","Denmark","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions",,,21550,,
"DNK","Denmark","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions",,,21770,,
"DNK","Denmark","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions",,,21891,,
"DNK","Denmark","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions",,,22444,,
"DNK","Denmark","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions",,,22439,,
"DNK","Denmark","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions","2010","2010",24436,,
"DNK","Denmark","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions","2010","2010",22675,,
"DNK","Denmark","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions","2010","2010",23813,,
"DNK","Denmark","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions","2010","2010",22994,,
"DNK","Denmark","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions","2010","2010",25393,,
"DNK","Denmark","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","millions","2010","2010",23135,,
"DNK","Denmark","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","millions","2010","2010",23260,,
"DNK","Denmark","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","millions","2010","2010",23366,,
"DNK","Denmark","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","millions","2010","2010",24118,,
"DNK","Denmark","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","millions","2010","2010",24131,,
"FIN","Finland","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,2306,,
"FIN","Finland","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,2225,,
"FIN","Finland","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,2377,,
"FIN","Finland","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,2324,,
"FIN","Finland","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,2525,,
"FIN","Finland","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,2269,,
"FIN","Finland","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,2299,,
"FIN","Finland","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,2296,,
"FIN","Finland","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,2373,,
"FIN","Finland","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,2483,,
"FIN","Finland","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",2439,,
"FIN","Finland","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",2368,,
"FIN","Finland","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",2540,,
"FIN","Finland","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",2504,,
"FIN","Finland","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",2721,,
"FIN","Finland","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",2394,,
"FIN","Finland","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",2450,,
"FIN","Finland","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",2465,,
"FIN","Finland","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",2548,,
"FIN","Finland","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",2670,,
"FRA","France","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,26104,,
"FRA","France","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,24439,,
"FRA","France","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,24509,,
"FRA","France","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,24063,,
"FRA","France","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,27123,,
"FRA","France","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,24418,,
"FRA","France","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,24687,,
"FRA","France","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,24985,,
"FRA","France","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,25258,,
"FRA","France","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,25388,,
"FRA","France","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",27316,,
"FRA","France","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",25638,,
"FRA","France","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",25326,,
"FRA","France","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",25492,,
"FRA","France","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",28865,,
"FRA","France","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",25461,,
"FRA","France","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",25839,,
"FRA","France","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",26152,,
"FRA","France","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",26615,,
"FRA","France","P311B","Durable goods","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",26899,,
"DEU","Germany","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,44210,,
"DEU","Germany","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,42438,,
"DEU","Germany","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,44266,,
"DEU","Germany","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,42506,,
"DEU","Germany","P311B","Durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,46106,,
"DEU","Germany","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,42785,,
"DEU","Germany","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,43744,,
"DEU","Germany","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,43390,,
"DEU","Germany","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,43965,,
"DEU","Germany","P311B","Durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,44140,,
"DEU","Germany","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",45070.24,,
"DEU","Germany","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",43225.75,,
"DEU","Germany","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",44872.48,,
"DEU","Germany","P311B","Durable goods","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",43031.79,,
